time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2013-12-18T08:22:40.500Z,75.8461,7.1864,13.87,5.3,mwc,,32,3.126,1.13,us,usc000lnvu,2014-02-27T21:37:21.000Z,"Greenland Sea",earthquake,,3.4,,,reviewed,us,gcmt
2013-12-17T13:49:36.310Z,75.8159,7.0208,10,5.1,mb,,30,3.175,0.58,us,usc000lm2d,2014-02-27T21:37:20.000Z,"Greenland Sea",earthquake,,1.8,0.038,,reviewed,us,us
2013-10-28T14:54:28.030Z,76.2836,7.1159,10,5.3,mb,,22,2.843,1.13,us,usc000kpsu,2014-01-03T00:32:57.000Z,"300km SW of Longyearbyen, Svalbard and Jan Mayen",earthquake,,1.8,0.05,,reviewed,us,us
2013-10-01T19:41:31.890Z,55.794,-34.761,7.15,5.3,mwb,,16,7.749,0.79,us,usb000k41q,2013-12-19T02:51:32.000Z,"Reykjanes Ridge",earthquake,,3.7,0.058,,reviewed,us,us
2013-09-26T01:18:54.640Z,57.5481,-33.0433,9.9,5.4,mb,,23,7.285,1.02,us,usb000jzzs,2013-12-13T09:00:33.000Z,"Reykjanes Ridge",earthquake,,2.6,0.025,,reviewed,us,us
2013-04-02T00:59:16.570Z,66.426,-17.599,10,5.3,mwb,433,23,,1.02,us,usb000fxws,2014-11-07T01:50:28.522Z,"46km NNW of Husavik, Iceland",earthquake,,,,,reviewed,us,us
2013-03-20T22:29:00.150Z,55.502,-34.949,10,5.3,mww,422,25.4,,1.05,us,usb000fpy9,2014-11-07T01:50:22.050Z,"Reykjanes Ridge",earthquake,,,,,reviewed,us,us
2013-01-20T23:32:22.460Z,53.873,-35.127,10,5.5,mwc,328,52,,0.91,us,usp000jyn6,2014-11-07T01:49:51.958Z,"Reykjanes Ridge",earthquake,,,,,reviewed,us,gcmt
2013-01-20T21:26:27.650Z,53.978,-35.045,10,5,mb,348,26.4,,1.03,us,usp000jymw,2014-11-07T01:49:51.844Z,"Reykjanes Ridge",earthquake,,,,278,reviewed,us,us
2012-10-21T01:25:22.590Z,66.309,-18.666,10,5.5,mww,455,27.7,,0.74,us,usp000ju82,2014-11-07T01:49:07.348Z,"Iceland region",earthquake,,,,,reviewed,us,us
2012-10-21T00:10:35.870Z,66.37,-18.569,10,5.3,mwc,293,36.5,,1.09,us,usp000ju7x,2014-11-07T01:49:07.311Z,"Iceland region",earthquake,,,,,reviewed,us,gcmt
2012-09-02T12:44:03.460Z,78.43,6.764,10,5.2,mb,595,28,,0.78,us,usp000jrgu,2014-11-07T01:48:45.702Z,"Svalbard region",earthquake,,,,298,reviewed,us,us
2012-08-30T13:51:05.880Z,70.94,-7.936,10,5.2,mb,260,44.3,,1.25,us,usp000jr56,2014-11-07T01:48:39.951Z,"Jan Mayen Island region",earthquake,,,,192,reviewed,us,us
2012-08-30T13:43:25.170Z,71.441,-10.605,14,6.8,mww,622,40,,1.11,us,usp000jr55,2015-06-30T16:59:03.993Z,"Jan Mayen Island region",earthquake,,,,,reviewed,us,us
2012-08-15T10:04:29.120Z,57.886,-32.646,10,5.2,mb,543,43.2,,0.77,us,usp000jqb6,2014-11-07T01:48:34.618Z,"Reykjanes Ridge",earthquake,,,,297,reviewed,us,us
2012-08-11T17:47:30.920Z,52.149,-31.541,10,5.2,mb,611,17.3,,0.86,us,usp000jq67,2014-11-07T01:48:33.174Z,"northern Mid-Atlantic Ridge",earthquake,,,,296,reviewed,us,us
2012-07-28T11:23:43.820Z,81.294,-3.97,10,5,mb,329,30.9,,0.92,us,usp000jpj2,2014-11-07T01:48:24.627Z,"north of Svalbard",earthquake,,,,271,reviewed,us,us
